InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Customer,Country
536520,22557.0,PLASTERS IN TIN VINTAGE PAISLEY ,2,12/01/2010 12:43,1.65,14729.0,United Kingdom
536520,22906.0,12 MESSAGE CARDS WITH ENVELOPES,6,12/01/2010 12:43,1.65,14729.0,United Kingdom
536520,22754.0,SMALL RED BABUSHKA NOTEBOOK ,1,12/01/2010 12:43,0.85,14729.0,United Kingdom
536520,22938.0,CUPCAKE LACE PAPER SET 6,5,12/01/2010 12:43,1.95,14729.0,United Kingdom
536520,22812.0,PACK 3 BOXES CHRISTMAS PANNETONE,3,12/01/2010 12:43,1.95,14729.0,United Kingdom
536520,22919.0,HERB MARKER MINT,2,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,22917.0,HERB MARKER ROSEMARY,1,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,22920.0,HERB MARKER BASIL,3,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,22921.0,HERB MARKER CHIVES ,2,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,22918.0,HERB MARKER PARSLEY,2,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,22916.0,HERB MARKER THYME,1,12/01/2010 12:43,0.65,14729.0,United Kingdom
536520,85123.0,WHITE HANGING HEART T-LIGHT HOLDER,3,12/01/2010 12:43,2.95,14729.0,United Kingdom
536520,22575.0,METAL MERRY CHRISTMAS WREATH,1,12/01/2010 12:43,1.95,14729.0,United Kingdom
536520,21804.0,WHITE CHRISTMAS GARLAND STARS TREES,3,12/01/2010 12:43,3.75,14729.0,United Kingdom
536520,21584.0,RETROSPOT SMALL TUBE MATCHES,12,12/01/2010 12:43,1.65,14729.0,United Kingdom
536520,21588.0,RETROSPOT GIANT TUBE MATCHES,3,12/01/2010 12:43,2.55,14729.0,United Kingdom
536520,22152.0,PLACE SETTING WHITE STAR,12,12/01/2010 12:43,0.42,14729.0,United Kingdom
536520,22441.0,GROW YOUR OWN BASIL IN ENAMEL MUG,1,12/01/2010 12:43,2.1,14729.0,United Kingdom
536520,22955.0,36 FOIL STAR CAKE CASES ,2,12/01/2010 12:43,2.1,14729.0,United Kingdom
536520,22956.0,36 FOIL HEART CAKE CASES,2,12/01/2010 12:43,2.1,14729.0,United Kingdom
536520,22582.0,PACK OF 6 SWEETIE GIFT BOXES,2,12/01/2010 12:43,2.55,14729.0,United Kingdom
536520,22583.0,PACK OF 6 HANDBAG GIFT BOXES,3,12/01/2010 12:43,2.55,14729.0,United Kingdom
536520,22241.0,GARLAND WOODEN HAPPY EASTER,2,12/01/2010 12:43,1.25,14729.0,United Kingdom
536520,22904.0,CALENDAR PAPER CUT DESIGN,3,12/01/2010 12:43,2.95,14729.0,United Kingdom
536520,22905.0,CALENDAR IN SEASON DESIGN,2,12/01/2010 12:43,2.95,14729.0,United Kingdom
536520,22197.0,SMALL POPCORN HOLDER,3,12/01/2010 12:43,0.85,14729.0,United Kingdom
536520,22092.0,BLUE PAISLEY TISSUE BOX,1,12/01/2010 12:43,1.25,14729.0,United Kingdom
536520,22469.0,HEART OF WICKER SMALL,1,12/01/2010 12:43,1.65,14729.0,United Kingdom
536520,22100.0,SKULLS SQUARE TISSUE BOX,1,12/01/2010 12:43,1.25,14729.0,United Kingdom
536520,22096.0,PINK PAISLEY SQUARE TISSUE BOX ,1,12/01/2010 12:43,1.25,14729.0,United Kingdom
536520,22583.0,PACK OF 6 HANDBAG GIFT BOXES,1,12/01/2010 12:43,2.55,14729.0,United Kingdom
536520,21358.0,TOAST ITS - HAPPY BIRTHDAY,2,12/01/2010 12:43,1.25,14729.0,United Kingdom
